date,north_avg_daily_psi,south_avg_daily_psi,east_avg_daily_psi,west_avg_daily_psi,central_avg_daily_psi,average_nationwide_psi,highest_region_reading,psi_level_rating
2022-05-25,53.5,35.92,53.25,49.42,55.67,49.55,central_avg_daily_psi,Good
2022-05-26,44.75,29.0,51.75,26.67,50.58,40.55,east_avg_daily_psi,Good
2022-05-27,52.08,41.17,57.0,31.83,53.25,47.07,east_avg_daily_psi,Good
2022-05-28,51.33,46.33,58.08,44.0,57.75,51.5,east_avg_daily_psi,Moderate
2022-05-29,44.42,40.17,55.83,35.83,54.08,46.07,east_avg_daily_psi,Good
2022-05-30,47.67,38.33,54.08,41.67,52.17,46.78,east_avg_daily_psi,Good
2022-05-31,60.0,53.08,67.58,56.0,63.08,59.95,east_avg_daily_psi,Moderate
2022-06-01,62.83,55.0,63.5,56.0,63.83,60.23,central_avg_daily_psi,Moderate
2022-06-02,56.58,53.42,61.33,54.0,60.33,57.13,east_avg_daily_psi,Moderate
2022-06-03,51.58,38.58,52.75,43.33,53.67,47.98,central_avg_daily_psi,Good
2022-06-04,52.83,42.5,55.58,51.58,56.08,51.72,central_avg_daily_psi,Moderate
2022-06-05,38.0,30.08,43.75,52.0,36.33,40.03,west_avg_daily_psi,Good
2022-06-06,35.25,29.0,43.08,44.67,30.33,36.47,west_avg_daily_psi,Good
2022-06-07,37.17,35.67,49.33,41.25,38.58,40.4,east_avg_daily_psi,Good
2022-06-08,40.25,37.92,52.08,55.83,41.17,45.45,west_avg_daily_psi,Good
2022-06-09,48.58,49.58,57.67,55.33,52.58,52.75,east_avg_daily_psi,Moderate
2022-06-10,52.42,41.42,55.58,54.83,42.0,49.25,east_avg_daily_psi,Good
2022-06-11,55.75,53.42,60.08,60.08,54.25,56.72,east_avg_daily_psi,Moderate
2022-06-12,40.5,28.33,33.33,33.75,28.08,32.8,north_avg_daily_psi,Good
2022-06-13,45.83,35.75,34.92,45.33,36.75,39.72,north_avg_daily_psi,Good
2022-06-14,53.67,51.5,54.42,57.33,51.67,53.72,west_avg_daily_psi,Moderate
2022-06-15,39.67,31.17,46.33,48.92,32.67,39.75,west_avg_daily_psi,Good
2022-06-16,52.0,44.92,54.67,55.17,45.75,50.5,west_avg_daily_psi,Good
2022-06-17,35.0,42.92,48.33,50.67,43.25,44.03,west_avg_daily_psi,Good
2022-06-18,29.25,27.83,42.33,41.75,36.33,35.5,east_avg_daily_psi,Good
2022-06-19,52.75,42.25,57.92,53.17,53.17,51.85,east_avg_daily_psi,Moderate
2022-06-20,52.0,48.17,61.42,49.0,55.08,53.13,east_avg_daily_psi,Moderate
2022-06-21,34.42,26.92,30.42,38.75,32.58,32.62,west_avg_daily_psi,Good
2022-06-22,32.33,23.67,29.83,37.58,31.08,30.9,west_avg_daily_psi,Good
2022-06-23,26.5,20.92,26.42,26.67,26.0,25.3,west_avg_daily_psi,Good
2022-06-24,29.17,20.67,18.92,26.17,25.33,24.05,north_avg_daily_psi,Good
2022-06-25,38.33,30.25,27.42,29.17,31.42,31.32,north_avg_daily_psi,Good
2022-06-26,25.42,24.92,39.33,33.75,32.0,31.08,east_avg_daily_psi,Good
2022-06-27,24.25,21.75,23.08,22.33,22.58,22.8,north_avg_daily_psi,Good
2022-06-28,37.0,23.17,29.5,31.75,23.5,28.98,north_avg_daily_psi,Good
2022-06-29,48.75,29.67,38.08,46.08,31.25,38.77,north_avg_daily_psi,Good
2022-06-30,38.42,45.83,53.0,47.67,48.33,46.65,east_avg_daily_psi,Good
2022-07-01,29.42,37.17,37.25,30.42,32.5,33.35,east_avg_daily_psi,Good
2022-07-02,43.67,53.42,56.75,50.67,42.17,49.33,east_avg_daily_psi,Good
2022-07-03,56.75,57.33,61.83,56.58,57.25,57.95,east_avg_daily_psi,Moderate
2022-07-04,56.33,58.58,59.92,54.83,56.25,57.18,east_avg_daily_psi,Moderate
2022-07-05,58.17,48.42,51.75,46.25,47.75,50.47,north_avg_daily_psi,Good
2022-07-06,40.25,27.83,35.5,33.33,36.5,34.68,north_avg_daily_psi,Good
2022-07-07,45.0,28.42,44.33,40.83,34.0,38.52,north_avg_daily_psi,Good
2022-07-08,43.83,28.08,32.25,28.92,28.67,32.35,north_avg_daily_psi,Good
2022-07-09,43.5,43.0,42.92,40.92,41.67,42.4,north_avg_daily_psi,Good
2022-07-10,51.83,53.5,56.92,52.83,53.58,53.73,east_avg_daily_psi,Moderate
2022-07-11,37.08,33.92,37.75,36.08,37.5,36.47,east_avg_daily_psi,Good
2022-07-12,48.42,49.67,53.75,50.67,49.67,50.43,east_avg_daily_psi,Good
2022-07-13,48.58,39.33,47.58,44.25,40.92,44.13,north_avg_daily_psi,Good
2022-07-14,45.25,49.42,52.58,42.42,49.0,47.73,east_avg_daily_psi,Good
2022-07-15,44.58,37.42,49.42,39.33,40.83,42.32,east_avg_daily_psi,Good
2022-07-16,35.5,29.75,40.42,33.33,28.83,33.57,east_avg_daily_psi,Good
2022-07-17,30.5,31.92,36.17,30.75,30.17,31.9,east_avg_daily_psi,Good
2022-07-18,37.92,40.5,41.58,40.25,36.5,39.35,east_avg_daily_psi,Good
2022-07-19,40.5,45.5,52.0,42.75,41.5,44.45,east_avg_daily_psi,Good
2022-07-20,39.83,38.67,45.67,33.25,34.67,38.42,east_avg_daily_psi,Good
2022-07-21,46.83,43.58,50.42,46.75,43.67,46.25,east_avg_daily_psi,Good
2022-07-22,51.42,40.42,51.0,46.17,50.42,47.88,north_avg_daily_psi,Good
2022-07-23,53.92,40.33,51.25,52.92,52.25,50.13,north_avg_daily_psi,Good
2022-07-24,52.92,52.58,55.33,55.5,54.33,54.13,west_avg_daily_psi,Moderate
2022-07-25,42.17,34.83,46.75,41.92,39.0,40.93,east_avg_daily_psi,Good
2022-07-26,49.58,41.83,47.75,48.25,47.08,46.9,north_avg_daily_psi,Good
2022-07-27,33.0,22.75,25.0,30.0,29.58,28.07,north_avg_daily_psi,Good
2022-07-28,40.25,45.0,49.0,42.17,40.58,43.4,east_avg_daily_psi,Good
2022-07-29,58.08,56.17,58.33,54.33,54.5,56.28,east_avg_daily_psi,Moderate
2022-07-30,45.58,31.08,35.5,30.92,32.42,35.1,north_avg_daily_psi,Good
2022-07-31,28.08,23.42,28.92,28.17,22.42,26.2,east_avg_daily_psi,Good
2022-08-01,31.67,26.42,35.17,30.25,33.75,31.45,east_avg_daily_psi,Good
2022-08-02,34.08,33.67,34.92,35.0,30.08,33.55,west_avg_daily_psi,Good
2022-08-03,35.42,21.5,24.67,29.42,25.42,27.28,north_avg_daily_psi,Good
2022-08-04,33.75,27.0,36.0,37.42,32.33,33.3,west_avg_daily_psi,Good
2022-08-05,46.08,45.25,51.17,52.67,43.42,47.72,west_avg_daily_psi,Good
2022-08-06,53.75,50.67,54.5,50.5,52.83,52.45,east_avg_daily_psi,Moderate
2022-08-07,42.42,39.92,48.33,42.75,38.67,42.42,east_avg_daily_psi,Good
2022-08-08,40.42,41.0,50.17,39.42,43.58,42.92,east_avg_daily_psi,Good
2022-08-09,63.5,65.25,72.0,63.25,66.17,66.03,east_avg_daily_psi,Moderate
2022-08-10,51.33,54.17,58.42,52.42,53.92,54.05,east_avg_daily_psi,Moderate
2022-08-11,41.5,51.33,52.67,38.5,46.33,46.07,east_avg_daily_psi,Good
2022-08-12,39.92,42.25,49.17,35.92,41.42,41.73,east_avg_daily_psi,Good
2022-08-13,51.75,37.83,43.92,44.0,38.0,43.1,north_avg_daily_psi,Good
2022-08-14,56.67,50.83,49.33,57.92,55.83,54.12,west_avg_daily_psi,Moderate
2022-08-15,56.42,45.17,27.17,55.0,51.25,47.0,north_avg_daily_psi,Good
2022-08-16,51.0,38.92,34.17,57.25,53.67,47.0,west_avg_daily_psi,Good
2022-08-17,52.5,51.67,52.25,55.17,52.92,52.9,west_avg_daily_psi,Moderate
2022-08-18,31.58,37.42,36.75,34.83,35.17,35.15,south_avg_daily_psi,Good
2022-08-19,44.33,50.83,52.0,53.42,50.5,50.22,west_avg_daily_psi,Good
2022-08-20,36.33,37.5,47.0,53.92,47.33,44.42,west_avg_daily_psi,Good
2022-08-21,33.17,35.67,46.58,46.0,42.58,40.8,east_avg_daily_psi,Good
2022-08-22,23.42,31.67,27.5,36.42,25.83,28.97,west_avg_daily_psi,Good
2022-08-23,30.33,27.17,24.58,36.33,27.5,29.18,west_avg_daily_psi,Good
2022-08-24,40.75,49.67,45.0,55.67,43.92,47.0,west_avg_daily_psi,Good
2022-08-25,34.83,40.67,45.75,44.0,39.33,40.92,east_avg_daily_psi,Good
2022-08-26,44.92,50.33,54.75,54.17,49.25,50.68,east_avg_daily_psi,Good
2022-08-27,51.75,56.83,65.42,59.42,57.5,58.18,east_avg_daily_psi,Moderate
2022-08-28,50.42,56.83,57.58,59.58,55.42,55.97,west_avg_daily_psi,Moderate
2022-08-29,46.75,52.58,57.75,53.75,54.67,53.1,east_avg_daily_psi,Moderate
2022-08-30,38.25,44.5,50.5,50.42,46.42,46.02,east_avg_daily_psi,Good
2022-08-31,29.92,32.33,30.33,35.33,28.08,31.2,west_avg_daily_psi,Good
2022-09-01,39.58,23.58,25.33,51.08,27.08,33.33,west_avg_daily_psi,Good
2022-09-02,49.0,25.92,31.5,54.75,44.75,41.18,west_avg_daily_psi,Good
2022-09-03,39.33,33.92,33.42,34.25,41.42,36.47,central_avg_daily_psi,Good
2022-09-04,23.42,25.25,25.92,29.25,25.0,25.77,west_avg_daily_psi,Good
2022-09-05,39.17,45.25,46.67,45.92,46.92,44.78,central_avg_daily_psi,Good
2022-09-06,50.67,43.25,51.67,53.67,51.08,50.07,west_avg_daily_psi,Good
2022-09-07,53.33,50.92,54.5,55.58,54.58,53.78,west_avg_daily_psi,Moderate
2022-09-08,46.17,48.42,53.25,49.17,47.08,48.82,east_avg_daily_psi,Good
2022-09-09,54.42,51.5,54.83,60.92,54.25,55.18,west_avg_daily_psi,Moderate
2022-09-10,42.42,32.0,31.17,54.33,44.17,40.82,west_avg_daily_psi,Good
2022-09-11,37.58,38.75,46.5,49.33,42.0,42.83,west_avg_daily_psi,Good
2022-09-12,44.75,40.33,53.42,51.58,42.83,46.58,east_avg_daily_psi,Good
2022-09-13,58.5,63.33,57.17,60.92,60.25,60.03,south_avg_daily_psi,Moderate
2022-09-14,56.17,54.17,54.92,39.5,52.75,51.5,north_avg_daily_psi,Moderate
2022-09-15,36.42,35.5,38.08,23.67,35.33,33.8,east_avg_daily_psi,Good
2022-09-16,49.75,51.75,53.33,34.67,52.75,48.45,east_avg_daily_psi,Good
2022-09-17,58.33,51.75,56.25,43.5,53.75,52.72,north_avg_daily_psi,Moderate
2022-09-18,47.75,40.83,51.58,34.5,41.33,43.2,east_avg_daily_psi,Good
2022-09-19,43.42,37.67,42.5,31.42,44.0,39.8,central_avg_daily_psi,Good
2022-09-20,39.17,32.08,36.17,45.67,41.33,38.88,west_avg_daily_psi,Good
2022-09-21,57.42,52.08,54.75,34.08,54.33,50.53,north_avg_daily_psi,Good
2022-09-22,44.67,39.17,47.0,49.08,49.42,45.87,central_avg_daily_psi,Good
2022-09-23,26.0,27.5,28.0,33.58,29.75,28.97,west_avg_daily_psi,Good
2022-09-24,36.67,38.67,44.0,35.83,32.75,37.58,east_avg_daily_psi,Good
2022-09-25,54.83,53.25,57.25,53.0,53.25,54.32,east_avg_daily_psi,Moderate
2022-09-26,52.5,42.83,52.42,50.17,48.75,49.33,north_avg_daily_psi,Good
2022-09-27,56.5,53.5,56.08,57.33,54.58,55.6,west_avg_daily_psi,Moderate
2022-09-28,61.5,60.33,65.42,58.58,61.08,61.38,east_avg_daily_psi,Moderate
2022-09-29,58.17,59.0,62.83,35.67,57.75,54.68,east_avg_daily_psi,Moderate
2022-09-30,56.08,57.25,58.58,32.58,56.83,52.27,east_avg_daily_psi,Moderate
2022-10-01,54.17,54.25,52.75,30.67,52.58,48.88,south_avg_daily_psi,Good
2022-10-02,45.08,44.42,49.25,27.42,44.33,42.1,east_avg_daily_psi,Good
2022-10-03,34.17,30.0,29.33,22.42,29.0,28.98,north_avg_daily_psi,Good
2022-10-04,45.5,48.75,52.25,31.0,43.67,44.23,east_avg_daily_psi,Good
2022-10-05,53.33,56.33,55.17,34.33,57.92,51.42,central_avg_daily_psi,Moderate
2022-10-06,36.67,50.42,45.5,24.5,52.58,41.93,central_avg_daily_psi,Good
2022-10-07,43.58,45.67,50.67,31.08,52.0,44.6,central_avg_daily_psi,Good
2022-10-08,31.5,28.67,34.92,27.58,37.17,31.97,central_avg_daily_psi,Good
2022-10-09,31.75,27.5,34.42,26.0,33.83,30.7,east_avg_daily_psi,Good
2022-10-10,40.33,39.42,51.08,22.58,41.83,39.05,east_avg_daily_psi,Good
2022-10-11,43.92,35.83,50.42,23.75,43.42,39.47,east_avg_daily_psi,Good
2022-10-12,49.75,41.75,49.75,24.33,43.5,41.82,north_avg_daily_psi,Good
2022-10-13,30.33,31.42,27.33,19.75,26.42,27.05,south_avg_daily_psi,Good
2022-10-14,45.5,45.42,46.25,28.0,37.83,40.6,east_avg_daily_psi,Good
2022-10-15,36.17,29.92,35.92,20.58,25.25,29.57,north_avg_daily_psi,Good
2022-10-16,23.58,25.75,26.67,19.58,20.5,23.22,east_avg_daily_psi,Good
2022-10-17,22.75,40.0,35.33,19.17,24.75,28.4,south_avg_daily_psi,Good
2022-10-18,26.42,41.67,36.67,20.83,45.25,34.17,central_avg_daily_psi,Good
2022-10-19,31.75,46.67,52.75,27.92,52.33,42.28,east_avg_daily_psi,Good
2022-10-20,50.25,53.25,52.75,35.92,54.58,49.35,central_avg_daily_psi,Good
2022-10-21,37.33,53.42,52.92,31.75,53.0,45.68,south_avg_daily_psi,Good
2022-10-22,27.33,54.33,46.58,33.33,55.17,43.35,central_avg_daily_psi,Good
2022-10-23,22.17,44.75,48.92,23.5,45.75,37.02,east_avg_daily_psi,Good
2022-10-24,21.0,23.42,30.33,18.75,22.5,23.2,east_avg_daily_psi,Good
2022-10-25,25.58,28.5,38.58,24.75,27.92,29.07,east_avg_daily_psi,Good
2022-10-26,21.83,24.92,31.17,20.25,24.92,24.62,east_avg_daily_psi,Good
2022-10-27,19.67,21.5,29.67,23.0,22.67,23.3,east_avg_daily_psi,Good
2022-10-28,19.42,29.83,31.92,18.75,27.92,25.57,east_avg_daily_psi,Good
2022-10-29,25.92,33.67,34.17,20.83,30.5,29.02,east_avg_daily_psi,Good
2022-10-30,24.42,40.25,35.67,24.0,32.75,31.42,south_avg_daily_psi,Good
2022-10-31,19.58,30.08,32.75,17.67,22.33,24.48,east_avg_daily_psi,Good
2022-11-01,24.5,31.33,34.08,19.58,22.17,26.33,east_avg_daily_psi,Good
2022-11-02,24.67,44.92,45.33,30.67,34.17,35.95,east_avg_daily_psi,Good
2022-11-03,26.17,54.75,55.08,29.42,54.67,44.02,east_avg_daily_psi,Good
2022-11-04,21.83,34.58,38.67,21.83,37.33,30.85,east_avg_daily_psi,Good
2022-11-05,20.83,28.83,30.58,22.17,23.33,25.15,east_avg_daily_psi,Good
2022-11-06,19.58,39.17,41.83,35.25,39.58,35.08,east_avg_daily_psi,Good
2022-11-07,23.67,32.33,47.17,25.42,35.75,32.87,east_avg_daily_psi,Good
2022-11-08,23.58,36.75,48.92,28.67,30.5,33.68,east_avg_daily_psi,Good
2022-11-09,21.83,37.33,44.08,28.92,36.58,33.75,east_avg_daily_psi,Good
2022-11-10,20.58,32.25,45.17,34.92,31.33,32.85,east_avg_daily_psi,Good
2022-11-11,27.17,28.5,34.67,25.75,23.5,27.92,east_avg_daily_psi,Good
2022-11-12,25.17,31.33,49.17,19.25,29.42,30.87,east_avg_daily_psi,Good
2022-11-13,29.25,34.75,32.67,28.0,24.5,29.83,south_avg_daily_psi,Good
2022-11-14,25.75,32.17,29.83,32.67,25.08,29.1,west_avg_daily_psi,Good
2022-11-15,30.92,34.67,42.25,30.25,38.0,35.22,east_avg_daily_psi,Good
2022-11-16,23.92,25.42,39.08,32.0,25.25,29.13,east_avg_daily_psi,Good
2022-11-17,22.25,37.75,47.92,41.0,29.25,35.63,east_avg_daily_psi,Good
2022-11-18,22.92,34.83,53.08,45.17,30.5,37.3,east_avg_daily_psi,Good
2022-11-19,18.75,32.42,51.83,52.42,33.17,37.72,west_avg_daily_psi,Good
2022-11-20,24.83,26.0,35.42,35.75,30.17,30.43,west_avg_daily_psi,Good
2022-11-21,20.67,27.67,35.08,20.42,24.5,25.67,east_avg_daily_psi,Good
2022-11-22,35.75,32.75,42.75,26.25,29.83,33.47,east_avg_daily_psi,Good
2022-11-23,24.83,39.25,49.33,27.5,31.75,34.53,east_avg_daily_psi,Good
2022-11-24,20.92,43.08,44.5,22.92,33.25,32.93,east_avg_daily_psi,Good
2022-11-25,20.83,47.92,47.5,31.5,43.92,38.33,south_avg_daily_psi,Good
2022-11-26,24.17,48.83,49.33,29.92,43.67,39.18,east_avg_daily_psi,Good
2022-11-27,26.67,55.42,54.67,42.5,60.0,47.85,central_avg_daily_psi,Good
2022-11-28,22.33,47.25,55.17,30.17,49.42,40.87,east_avg_daily_psi,Good
2022-11-29,25.17,39.75,51.75,29.58,42.75,37.8,east_avg_daily_psi,Good
2022-11-30,27.67,41.58,48.67,30.25,38.33,37.3,east_avg_daily_psi,Good
2022-12-01,22.42,39.92,42.25,27.92,38.0,34.1,east_avg_daily_psi,Good
2022-12-02,21.92,29.42,46.92,28.83,31.75,31.77,east_avg_daily_psi,Good
2022-12-03,21.92,35.67,47.0,26.33,34.67,33.12,east_avg_daily_psi,Good
2022-12-04,23.92,31.92,39.67,30.92,30.33,31.35,east_avg_daily_psi,Good
2022-12-05,22.67,40.0,44.5,53.08,32.42,38.53,west_avg_daily_psi,Good
2022-12-06,27.67,52.67,55.33,43.08,49.83,45.72,east_avg_daily_psi,Good
2022-12-07,26.17,42.08,55.58,27.42,43.83,39.02,east_avg_daily_psi,Good
2022-12-08,23.17,38.0,50.75,27.5,37.17,35.32,east_avg_daily_psi,Good
2022-12-09,20.17,28.58,32.17,23.0,25.0,25.78,east_avg_daily_psi,Good
2022-12-10,22.17,24.5,30.5,22.42,25.17,24.95,east_avg_daily_psi,Good
2022-12-11,22.75,33.58,47.25,22.83,33.42,31.97,east_avg_daily_psi,Good
2022-12-12,18.83,34.67,42.17,21.42,32.92,30.0,east_avg_daily_psi,Good
2022-12-13,21.33,47.25,47.67,30.92,47.33,38.9,east_avg_daily_psi,Good
2022-12-14,18.67,23.33,27.5,19.67,23.58,22.55,east_avg_daily_psi,Good
2022-12-15,21.42,25.17,30.83,19.92,19.75,23.42,east_avg_daily_psi,Good
2022-12-16,28.75,27.5,36.83,23.25,22.58,27.78,east_avg_daily_psi,Good
2022-12-17,25.92,31.92,30.75,23.0,23.92,27.1,south_avg_daily_psi,Good
2022-12-18,21.33,36.75,34.42,21.75,28.42,28.53,south_avg_daily_psi,Good
2022-12-19,22.42,36.92,38.08,23.67,20.17,28.25,east_avg_daily_psi,Good
2022-12-20,21.92,33.25,30.92,20.17,23.17,25.88,south_avg_daily_psi,Good
2022-12-21,22.25,28.67,39.5,28.0,21.92,28.07,east_avg_daily_psi,Good
2022-12-22,19.83,33.5,48.33,24.0,22.33,29.6,east_avg_daily_psi,Good
2022-12-23,19.17,23.75,35.08,26.58,19.42,24.8,east_avg_daily_psi,Good
2022-12-24,28.08,45.75,50.33,27.0,32.83,36.8,east_avg_daily_psi,Good
2022-12-25,30.42,51.67,56.33,35.67,50.0,44.82,east_avg_daily_psi,Good
2022-12-26,31.0,43.92,53.42,32.0,37.83,39.63,east_avg_daily_psi,Good
2022-12-27,30.33,48.25,54.17,38.67,45.5,43.38,east_avg_daily_psi,Good
2022-12-28,30.67,52.0,51.75,33.08,42.0,41.9,south_avg_daily_psi,Good
2022-12-29,31.67,51.67,55.67,34.5,45.75,43.85,east_avg_daily_psi,Good
2022-12-30,29.75,49.33,55.5,36.58,48.75,43.98,east_avg_daily_psi,Good
2022-12-31,28.92,51.33,55.17,34.25,49.42,43.82,east_avg_daily_psi,Good
2023-01-01,32.25,47.42,53.42,35.08,47.42,43.12,east_avg_daily_psi,Good
2023-01-02,28.83,53.17,53.25,37.42,47.92,44.12,east_avg_daily_psi,Good
2023-01-03,26.83,51.5,54.33,34.92,47.75,43.07,east_avg_daily_psi,Good
2023-01-04,19.17,29.75,39.92,25.75,22.25,27.37,east_avg_daily_psi,Good
2023-01-05,20.33,32.83,40.0,24.33,23.75,28.25,east_avg_daily_psi,Good
2023-01-06,26.75,47.08,53.25,37.83,35.0,39.98,east_avg_daily_psi,Good
2023-01-07,22.08,36.75,48.67,29.33,31.5,33.67,east_avg_daily_psi,Good
2023-01-08,20.5,28.75,46.42,22.92,21.33,27.98,east_avg_daily_psi,Good
2023-01-09,22.5,32.67,42.5,23.0,28.92,29.92,east_avg_daily_psi,Good
2023-01-10,24.42,47.83,52.0,46.17,47.33,43.55,east_avg_daily_psi,Good
2023-01-11,24.75,54.42,57.0,55.83,57.17,49.83,central_avg_daily_psi,Good
2023-01-12,29.5,51.58,54.5,54.25,46.67,47.3,east_avg_daily_psi,Good
2023-01-13,29.75,48.08,47.58,40.67,46.08,42.43,south_avg_daily_psi,Good
2023-01-14,27.75,49.33,54.0,34.67,47.67,42.68,east_avg_daily_psi,Good
2023-01-15,30.58,58.58,59.08,41.0,53.42,48.53,east_avg_daily_psi,Good
2023-01-16,26.33,51.83,58.42,33.58,44.5,42.93,east_avg_daily_psi,Good
2023-01-17,22.0,35.08,41.92,28.83,31.67,31.9,east_avg_daily_psi,Good
2023-01-18,22.42,38.42,46.0,28.58,29.17,32.92,east_avg_daily_psi,Good
2023-01-19,24.58,37.83,47.33,28.33,32.25,34.07,east_avg_daily_psi,Good
2023-01-20,20.25,27.5,35.75,22.92,24.83,26.25,east_avg_daily_psi,Good
2023-01-21,16.92,26.08,32.42,22.33,20.83,23.72,east_avg_daily_psi,Good
2023-01-22,17.75,24.67,28.83,27.42,19.83,23.7,east_avg_daily_psi,Good
2023-01-23,21.33,28.5,36.58,19.33,21.58,25.47,east_avg_daily_psi,Good
2023-01-24,18.67,29.83,41.92,17.67,22.67,26.15,east_avg_daily_psi,Good
2023-01-25,16.17,17.0,20.42,15.25,14.67,16.7,east_avg_daily_psi,Good
2023-01-26,16.17,17.0,20.42,15.25,14.67,16.7,east_avg_daily_psi,Good
2023-01-27,20.08,27.75,45.42,18.17,19.42,26.17,east_avg_daily_psi,Good
2023-01-28,18.5,31.67,39.5,20.75,22.17,26.52,east_avg_daily_psi,Good
2023-01-29,17.92,23.0,33.5,21.83,21.75,23.6,east_avg_daily_psi,Good
2023-01-30,18.5,15.83,20.25,14.67,17.83,17.42,east_avg_daily_psi,Good
2023-01-31,20.5,38.92,46.58,21.58,25.75,30.67,east_avg_daily_psi,Good
2023-02-01,22.5,37.92,47.58,23.67,31.83,32.7,east_avg_daily_psi,Good
2023-02-02,22.0,40.25,39.58,25.5,27.08,30.88,south_avg_daily_psi,Good
2023-02-03,22.0,40.25,39.58,25.5,27.08,30.88,south_avg_daily_psi,Good
2023-02-04,20.0,43.83,48.25,26.42,23.08,32.32,east_avg_daily_psi,Good
2023-02-05,20.0,33.17,38.67,24.83,22.67,27.87,east_avg_daily_psi,Good
2023-02-06,21.42,36.83,40.33,21.0,20.33,27.98,east_avg_daily_psi,Good
2023-02-07,22.25,35.25,40.58,20.0,21.92,28.0,east_avg_daily_psi,Good
2023-02-08,23.33,35.92,41.75,28.75,25.92,31.13,east_avg_daily_psi,Good
2023-02-09,20.17,38.25,44.25,26.75,28.67,31.62,east_avg_daily_psi,Good
2023-02-10,23.92,43.92,47.92,29.25,30.33,35.07,east_avg_daily_psi,Good
2023-02-11,23.0,34.67,44.5,23.5,22.17,29.57,east_avg_daily_psi,Good
2023-02-12,20.0,26.83,38.42,19.17,20.67,25.02,east_avg_daily_psi,Good
2023-02-13,18.75,33.75,44.17,22.83,22.92,28.48,east_avg_daily_psi,Good
2023-02-14,23.5,42.5,53.33,27.17,31.17,35.53,east_avg_daily_psi,Good
2023-02-15,21.58,44.08,53.67,33.67,27.58,36.12,east_avg_daily_psi,Good
2023-02-16,19.83,31.58,44.17,26.0,23.83,29.08,east_avg_daily_psi,Good
2023-02-17,25.08,41.92,55.75,39.92,32.83,39.1,east_avg_daily_psi,Good
2023-02-18,30.08,48.25,52.92,30.5,41.83,40.72,east_avg_daily_psi,Good
2023-02-19,23.92,46.67,53.58,30.08,27.5,36.35,east_avg_daily_psi,Good
2023-02-20,21.33,39.08,49.42,26.25,23.75,31.97,east_avg_daily_psi,Good
2023-02-21,24.17,45.08,47.83,26.92,31.67,35.13,east_avg_daily_psi,Good
2023-02-22,25.0,43.42,51.33,30.42,35.5,37.13,east_avg_daily_psi,Good
2023-02-23,26.42,47.08,52.25,32.42,36.67,38.97,east_avg_daily_psi,Good
2023-02-24,26.75,50.92,52.58,30.5,33.17,38.78,east_avg_daily_psi,Good
2023-02-25,26.92,48.0,52.42,33.83,36.67,39.57,east_avg_daily_psi,Good
2023-02-26,29.83,43.92,53.92,39.58,40.08,41.47,east_avg_daily_psi,Good
2023-02-27,22.67,39.25,51.75,31.5,30.75,35.18,east_avg_daily_psi,Good
2023-02-28,21.08,34.33,51.5,39.17,25.08,34.23,east_avg_daily_psi,Good
2023-03-01,17.67,22.08,26.42,19.5,16.33,20.4,east_avg_daily_psi,Good
2023-03-02,18.0,16.25,19.75,16.25,13.92,16.83,east_avg_daily_psi,Good
2023-03-03,18.25,20.58,31.58,25.17,16.25,22.37,east_avg_daily_psi,Good
2023-03-04,20.17,34.83,40.92,22.67,24.08,28.53,east_avg_daily_psi,Good
2023-03-05,19.0,28.83,37.67,21.42,23.25,26.03,east_avg_daily_psi,Good
2023-03-06,25.83,44.33,54.83,25.58,32.42,36.6,east_avg_daily_psi,Good
2023-03-07,24.5,44.5,51.92,27.17,36.0,36.82,east_avg_daily_psi,Good
2023-03-08,28.0,45.75,54.67,28.92,38.83,39.23,east_avg_daily_psi,Good
2023-03-09,33.17,49.67,53.58,32.25,41.67,42.07,east_avg_daily_psi,Good
2023-03-10,31.83,45.0,52.92,52.17,41.25,44.63,east_avg_daily_psi,Good
2023-03-11,29.0,51.83,53.42,33.42,45.42,42.62,east_avg_daily_psi,Good
2023-03-12,30.17,51.58,53.08,29.08,51.0,42.98,east_avg_daily_psi,Good
2023-03-13,29.83,47.75,47.5,25.33,42.08,38.5,south_avg_daily_psi,Good
2023-03-14,30.25,54.58,55.83,32.58,51.08,44.87,east_avg_daily_psi,Good
2023-03-15,32.42,53.0,57.25,34.75,53.67,46.22,east_avg_daily_psi,Good
2023-03-16,31.92,55.58,57.33,34.08,54.75,46.73,east_avg_daily_psi,Good
2023-03-17,29.5,53.75,54.5,31.25,46.92,43.18,east_avg_daily_psi,Good
2023-03-18,42.67,50.58,53.0,28.08,46.83,44.23,east_avg_daily_psi,Good
2023-03-19,49.17,50.08,53.33,31.83,43.33,45.55,east_avg_daily_psi,Good
2023-03-20,46.67,51.08,52.83,24.25,38.08,42.58,east_avg_daily_psi,Good
2023-03-21,39.67,42.67,49.67,24.25,44.83,40.22,east_avg_daily_psi,Good
2023-03-22,32.58,35.75,40.42,30.75,35.42,34.98,east_avg_daily_psi,Good
2023-03-23,41.58,37.5,43.92,31.33,39.42,38.75,east_avg_daily_psi,Good
2023-03-24,35.17,37.5,43.42,25.67,26.92,33.73,east_avg_daily_psi,Good
2023-03-25,47.83,49.08,52.25,29.0,42.92,44.22,east_avg_daily_psi,Good
2023-03-26,51.08,49.5,53.83,32.08,37.83,44.87,east_avg_daily_psi,Good
2023-03-27,53.42,39.17,52.42,30.5,32.25,41.55,north_avg_daily_psi,Good
